CMDLINE /home/leonard/miniconda3/envs/fi/bin/python run.py --model=ResNet --dataset=IMAGENETTE --batch-size=128 --epochs=1 --lr=0.001 --step-size=50 --gamma=0.5 --test-error=1 --load-model-path=model_resnet7694.pt --test_rtm=1 --loops=5 --perror=0.0
MEM 5.503906 1680010428.9968
MEM 19.742188 1680010429.0971
MEM 101.683594 1680010429.1974
MEM 186.203125 1680010429.2977
MEM 192.320312 1680010429.3980
MEM 208.585938 1680010429.4983
MEM 220.539062 1680010429.5987
MEM 246.191406 1680010429.6990
MEM 258.199219 1680010429.7993
MEM 267.902344 1680010429.8998
MEM 278.238281 1680010430.0001
MEM 283.136719 1680010430.1005
MEM 284.523438 1680010430.2008
MEM 288.179688 1680010430.3012
MEM 289.726562 1680010430.4017
MEM 302.046875 1680010430.5020
MEM 384.972656 1680010430.6024
MEM 418.628906 1680010430.7029
MEM 429.332031 1680010430.8032
MEM 492.804688 1680010430.9037
MEM 568.859375 1680010431.0041
MEM 662.449219 1680010431.1045
MEM 738.320312 1680010431.2049
MEM 868.562500 1680010431.3052
MEM 911.531250 1680010431.4055
MEM 992.183594 1680010431.5059
MEM 1084.816406 1680010431.6062
MEM 1169.945312 1680010431.7065
MEM 1252.851562 1680010431.8069
MEM 1332.457031 1680010431.9074
MEM 1417.832031 1680010432.0079
MEM 1507.000000 1680010432.1082
MEM 1597.417969 1680010432.2088
MEM 1679.660156 1680010432.3092
MEM 1775.597656 1680010432.4095
MEM 1866.562500 1680010432.5099
MEM 1951.332031 1680010432.6104
MEM 2061.957031 1680010432.7107
MEM 2124.695312 1680010432.8111
MEM 2187.148438 1680010432.9114
MEM 2255.515625 1680010433.0119
MEM 2343.691406 1680010433.1121
MEM 2435.578125 1680010433.2125
MEM 2435.328125 1680010433.3128
MEM 2444.871094 1680010433.4131
MEM 2445.125000 1680010433.5135
MEM 2441.453125 1680010433.6138
MEM 2441.453125 1680010433.7141
MEM 2441.453125 1680010433.8144
MEM 2441.453125 1680010433.9149
MEM 2441.453125 1680010434.0152
MEM 2441.453125 1680010434.1161
MEM 2441.453125 1680010434.2165
MEM 2441.453125 1680010434.3170
MEM 2441.453125 1680010434.4173
MEM 2441.453125 1680010434.5178
MEM 2441.453125 1680010434.6182
MEM 2441.453125 1680010434.7186
MEM 2441.453125 1680010434.8189
MEM 2441.453125 1680010434.9192
MEM 2441.453125 1680010435.0195
MEM 2441.453125 1680010435.1200
MEM 2441.453125 1680010435.2202
MEM 2441.453125 1680010435.3205
MEM 2441.453125 1680010435.4208
MEM 2441.453125 1680010435.5211
MEM 2441.453125 1680010435.6215
MEM 2441.453125 1680010435.7218
MEM 2441.453125 1680010435.8221
MEM 2441.453125 1680010435.9224
MEM 2441.453125 1680010436.0227
MEM 2441.453125 1680010436.1230
MEM 2456.640625 1680010436.2234
MEM 2515.714844 1680010436.3237
MEM 2611.089844 1680010436.4240
MEM 2658.308594 1680010436.5243
MEM 2659.144531 1680010436.6248
MEM 2659.144531 1680010436.7251
MEM 2659.546875 1680010436.8260
MEM 2659.546875 1680010436.9263
MEM 2659.546875 1680010437.0267
MEM 2659.546875 1680010437.1269
MEM 2659.546875 1680010437.2272
MEM 2659.546875 1680010437.3276
MEM 2659.722656 1680010437.4279
MEM 2659.722656 1680010437.5283
MEM 2659.722656 1680010437.6287
MEM 2659.722656 1680010437.7290
MEM 2659.722656 1680010437.8294
MEM 2659.722656 1680010437.9299
MEM 2660.160156 1680010438.0303
MEM 2660.160156 1680010438.1307
MEM 2660.160156 1680010438.2310
MEM 2660.160156 1680010438.3314
MEM 2660.160156 1680010438.4317
MEM 2660.160156 1680010438.5323
MEM 2660.160156 1680010438.6326
MEM 2660.160156 1680010438.7330
MEM 2660.160156 1680010438.8335
MEM 2660.160156 1680010438.9341
MEM 2660.160156 1680010439.0344
MEM 2660.160156 1680010439.1350
MEM 2660.171875 1680010439.2355
MEM 2660.171875 1680010439.3358
MEM 2660.171875 1680010439.4363
MEM 2660.171875 1680010439.5366
MEM 2660.171875 1680010439.6370
MEM 2660.171875 1680010439.7373
MEM 2660.171875 1680010439.8378
MEM 2660.171875 1680010439.9381
MEM 2660.171875 1680010440.0385
MEM 2660.171875 1680010440.1388
MEM 2660.171875 1680010440.2392
MEM 2660.171875 1680010440.3396
MEM 2660.171875 1680010440.4401
MEM 2660.171875 1680010440.5405
MEM 2660.171875 1680010440.6412
MEM 2660.171875 1680010440.7417
MEM 2660.171875 1680010440.8421
MEM 2660.171875 1680010440.9424
MEM 2660.171875 1680010441.0427
MEM 2660.171875 1680010441.1430
MEM 2660.171875 1680010441.2434
MEM 2660.171875 1680010441.3438
MEM 2660.171875 1680010441.4441
MEM 2660.171875 1680010441.5445
MEM 2660.171875 1680010441.6449
MEM 2660.171875 1680010441.7453
MEM 2660.171875 1680010441.8457
MEM 2660.171875 1680010441.9461
MEM 2662.949219 1680010442.0465
MEM 2665.839844 1680010442.1471
MEM 2665.839844 1680010442.2475
MEM 2673.933594 1680010442.3479
MEM 2665.843750 1680010442.4482
MEM 2665.843750 1680010442.5487
MEM 2665.843750 1680010442.6490
MEM 2665.843750 1680010442.7495
MEM 2665.843750 1680010442.8498
MEM 2665.843750 1680010442.9505
MEM 2665.843750 1680010443.0508
MEM 2665.843750 1680010443.1512
MEM 2665.843750 1680010443.2518
MEM 2665.843750 1680010443.3521
MEM 2665.843750 1680010443.4525
MEM 2665.843750 1680010443.5529
MEM 2665.843750 1680010443.6536
MEM 2665.843750 1680010443.7540
MEM 2665.843750 1680010443.8543
MEM 2665.843750 1680010443.9546
MEM 2665.843750 1680010444.0550
MEM 2665.843750 1680010444.1553
MEM 2665.843750 1680010444.2557
MEM 2665.843750 1680010444.3563
MEM 2665.843750 1680010444.4566
MEM 2665.843750 1680010444.5569
MEM 2665.843750 1680010444.6572
MEM 2665.843750 1680010444.7576
MEM 2665.843750 1680010444.8579
MEM 2665.843750 1680010444.9582
MEM 2665.843750 1680010445.0586
MEM 2665.843750 1680010445.1591
MEM 2667.726562 1680010445.2594
MEM 2667.726562 1680010445.3598
MEM 2667.726562 1680010445.4602
MEM 2667.726562 1680010445.5606
MEM 2667.726562 1680010445.6610
MEM 2667.726562 1680010445.7616
MEM 2667.726562 1680010445.8620
MEM 2679.730469 1680010445.9624
MEM 2679.730469 1680010446.0627
MEM 2679.730469 1680010446.1631
MEM 2679.730469 1680010446.2634
MEM 2679.730469 1680010446.3638
MEM 2679.730469 1680010446.4642
MEM 2679.730469 1680010446.5646
MEM 2679.730469 1680010446.6649
MEM 2679.730469 1680010446.7653
MEM 2679.730469 1680010446.8657
MEM 2679.730469 1680010446.9661
MEM 2679.730469 1680010447.0667
MEM 2679.730469 1680010447.1670
MEM 2679.730469 1680010447.2674
MEM 2679.730469 1680010447.3678
MEM 2679.730469 1680010447.4683
MEM 2679.730469 1680010447.5687
MEM 2679.730469 1680010447.6694
MEM 2682.824219 1680010447.7697
MEM 2683.082031 1680010447.8708
MEM 2683.082031 1680010447.9711
MEM 2683.082031 1680010448.0718
MEM 2683.082031 1680010448.1721
MEM 2683.082031 1680010448.2726
MEM 2683.082031 1680010448.3730
MEM 2683.082031 1680010448.4734
MEM 2683.082031 1680010448.5738
MEM 2683.082031 1680010448.6742
MEM 2683.082031 1680010448.7746
MEM 2683.082031 1680010448.8749
MEM 2683.082031 1680010448.9752
MEM 2683.082031 1680010449.0755
MEM 2683.082031 1680010449.1759
MEM 2683.082031 1680010449.2762
MEM 2683.082031 1680010449.3765
MEM 2683.082031 1680010449.4771
MEM 2683.082031 1680010449.5774
MEM 2683.082031 1680010449.6777
MEM 2683.082031 1680010449.7781
MEM 2683.082031 1680010449.8784
MEM 2683.082031 1680010449.9788
MEM 2683.082031 1680010450.0792
MEM 2683.082031 1680010450.1805
MEM 2683.082031 1680010450.2810
MEM 2683.082031 1680010450.3813
MEM 2683.082031 1680010450.4817
MEM 2683.082031 1680010450.5822
MEM 2683.082031 1680010450.6825
MEM 2683.082031 1680010450.7828
MEM 2683.085938 1680010450.8836
MEM 2683.085938 1680010450.9840
MEM 2684.085938 1680010451.0844
MEM 2684.085938 1680010451.1848
MEM 2684.085938 1680010451.2852
MEM 2684.085938 1680010451.3856
MEM 2684.085938 1680010451.4859
MEM 2684.085938 1680010451.5863
MEM 2684.085938 1680010451.6867
MEM 2684.085938 1680010451.7870
MEM 2684.085938 1680010451.8874
MEM 2684.085938 1680010451.9877
MEM 2684.085938 1680010452.0880
MEM 2684.085938 1680010452.1885
MEM 2684.085938 1680010452.2889
MEM 2684.085938 1680010452.3893
MEM 2684.085938 1680010452.4897
MEM 2684.085938 1680010452.5903
MEM 2684.085938 1680010452.6906
MEM 2684.085938 1680010452.7914
MEM 2684.085938 1680010452.8917
MEM 2684.085938 1680010452.9921
MEM 2684.085938 1680010453.0924
MEM 2684.085938 1680010453.1928
